time,open,high,low,close,cycle_day,dcl_event,dcl_price,translation,timing_code,cycle_fail,degree,Cycle low,MA,STH MVRV,MVRV SMA
1638369000,73.264,74.399,52.881,54.449,21,0,,,2,0,3,0,15.351015025000011,3.131347398980725,
1641220200,55.061,57.626,30.719,36.801,22,0,,,2,0,3,0,15.50718502500001,2.0907022683160488,
1643725800,38.286,46.304,33.196,44.3,23,0,,,2,0,3,0,15.70216503000001,2.4795746057478607,
1646145000,46.512,52.28028,36.32001,48.632,24,0,,,2,0,3,0,15.90675003500001,2.6787672582419813,
1648819800,48.956,50.857,35.3,35.417,25,0,,,2,0,3,0,16.04533503500001,1.9297743878187361,
1651498200,35.601,36.95299,13.409,26.469,26,1,13.409,0,2,0,3,1,16.142535040000013,1.4314306623319935,
1654090200,26.135,26.7,14.39,16.43,27,0,,,2,0,3,0,16.18923504500001,0.8853330851974115,
1656682200,16.797,29.95,16.002,28.606,28,0,,,2,0,3,0,16.29533004500001,1.529511515276018,
1659360600,27.653,36.197,22.271,23.156,29,0,,,2,0,3,0,16.36977504500001,1.23131295586128,
1662039000,22.001,26.799,18.349,21.226,30,0,,,2,0,3,0,16.42785004500001,1.1238667472575836,
1664803800,21.39,29,19.8125,26.751,5,0,,,0,0,3,0,16.515765050000013,1.4077494684826135,
1667309400,27.595,27.879,15.23404,19.809,6,0,,,0,0,3,0,16.562165055000012,1.0387621560325155,
1669905000,19.719,21.37799,13.256,14.157,7,0,,,0,0,3,0,16.58608005000001,0.7411776495400297,
1672756200,14.567,26.21,13.938,25.173,8,0,,,0,0,3,0,16.66475505000001,1.3106898826694013,
1675261800,25.1,31.5,23.65415,26.227,9,0,,,1,0,3,0,16.747130050000013,1.357488401622648,
1677681000,26.388,29.53995,18.83,29.232,10,0,,,1,0,3,0,16.85206505000001,1.5022035924875845,
1680528600,29.099,34.763,27.837,32.838,11,0,,,1,0,3,0,16.970655050000012,1.673567677869497,
1682947800,32,33.29265,26.651,30.163,12,0,,,1,0,3,0,17.07055505000001,1.525872266574319,
1685626200,29.85,35.275,26.6,34.242,13,0,,,1,0,3,0,17.18209004500001,1.7176752402684605,
1688391000,34.7,47.50916,34.599,43.788,14,0,,,1,0,3,0,17.341795045000012,2.171236553530189,
1690896600,43,43.8,32.229,35.753,15,0,,,1,0,3,0,17.46355505000001,1.7575867602468225,
1693575000,35.754,36.76,31.01,32.828,16,0,,,1,0,3,0,17.566985050000014,1.6017237510804385,
