time,open,high,low,close,VLT SRI Bias Histogram,LT SRI Bias Histogram,ST SRI Bias Histogram,VST SRI Bias Histogram,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4
1767709800,3.39,3.8,3.39,3.74,0,0,0,0,3.298785940738507,3.431823529411765,3.564861118085023,3.4763108845775874,0,0,0,0,0,,,,0,,0,0,0,0,,,,3.4763108845775874,0,0,0,0,0,,,,3.2684806677308598,,0,0,0,0
1767724200,3.74,3.74,3.65,3.71,0,15,15,55,3.348575483321257,3.49530588235294,3.642036281384623,3.554767341840774,2.9553790133056475,0,0,0,0,,,,3.014436026681218,,0,0,0,0,,,,3.554767341840774,2.9553790133056475,0,0,0,0,,,,3.437784995264103,,0,0,0,0
1767796200,3.71,3.76,3.53,3.68,0,0,0,25,3.383297652718703,3.5402941176470595,3.697290582575416,3.554767341840774,2.9553790133056475,0,0,0,0,,,,3.014436026681218,,0,0,0,0,,,,3.554767341840774,2.9553790133056475,0,0,0,0,,,,3.437784995264103,,0,0,0,0
1767810600,3.68,3.8,3.67,3.75,0,15,15,55,3.4225311825536746,3.595141176470588,3.767751170387501,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,,,,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1767882600,3.75,3.76,3.46,3.56,0,0,0,25,3.4409960864717464,3.614811764705884,3.7886274429400215,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,,,,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1767897000,3.57,3.59,3.53,3.575,0,0,0,25,3.4517902984476176,3.623294117647059,3.794797936846501,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,,,,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1767969000,3.59,3.69,3.5,3.51,0,0,0,0,3.4649272729231333,3.6372235294117647,3.6372235294117647,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,3.20901019328903,3.398776470588235,3.58854274788744,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1767983400,3.51,3.54,3.48,3.54,0,0,0,0,3.475513949390906,3.6486352941176454,3.8217566388443847,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,3.2181252808145406,3.407364705882356,3.5966041309501713,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1768228200,3.5,3.55,3.3,3.5,0,0,0,0,3.479295419365946,3.652023529411764,3.652023529411764,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,3.241000982993302,3.422988235294117,3.6049754875949325,3.608051073779528,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1768242600,3.5,3.65,3.43,3.43,0,0,0,-15,3.478018986863086,3.6504470588235334,3.6504470588235334,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,3.2506677620148103,3.4291999999999985,3.4291999999999985,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
